Year,Industry_aggregation_NZSIOC,Industry_code_NZSIOC,Industry_name_NZSIOC,Units,Variable_code,Variable_name,Variable_category,Value,Industry_code_ANZSIC06
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,981,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H20,Non-operating expenses,Financial performance,11,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H21,Opening stocks,Financial performance,161,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H22,Closing stocks,Financial performance,158,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H23,Surplus before income tax,Financial performance,242,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H24,Total assets,Financial position,"2,237",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H25,Current assets,Financial position,643,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H26,Fixed tangible assets,Financial position,619,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H29,Other assets,Financial position,975,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H30,Total equity and liabilities,Financial position,"2,237",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"1,114",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H32,Current liabilities,Financial position,429,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars (millions),H33,Other liabilities,Financial position,695,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars,H34,Total income per employee count,Financial ratios,"521,500",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Dollars,H35,Surplus per employee count,Financial ratios,"80,300",ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H36,Current ratio,Financial ratios,150,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H37,Quick ratio,Financial ratios,113,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H39,Return on equity,Financial ratios,22,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H40,Return on total assets,Financial ratios,11,ANZSIC06 groups A020 and A041
2019,Level 3,AA31,Fishing and Aquaculture,Percentage,H41,Liabilities structure,Financial ratios,50,ANZSIC06 groups A020 and A041
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H01,Total income,Financial performance,"4,734","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H04,Sales of goods and services,Financial performance,"4,635","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H05,"Interest, dividends and donations",Financial performance,31,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,13,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H07,Non-operating income,Financial performance,56,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H08,Total expenditure,Financial performance,"4,356","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H09,Interest and donations,Financial performance,127,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H10,Indirect taxes,Financial performance,18,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H11,Depreciation,Financial performance,266,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H12,Salaries and wages paid,Financial performance,"1,314","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H13,Redundancy and severance,Financial performance,0,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,588","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H20,Non-operating expenses,Financial performance,42,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H21,Opening stocks,Financial performance,246,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H22,Closing stocks,Financial performance,285,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H23,Surplus before income tax,Financial performance,418,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H24,Total assets,Financial position,"6,635","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H25,Current assets,Financial position,"1,742","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H26,Fixed tangible assets,Financial position,"3,750","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H29,Other assets,Financial position,"1,143","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H30,Total equity and liabilities,Financial position,"6,635","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"2,565","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H32,Current liabilities,Financial position,"1,742","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars (millions),H33,Other liabilities,Financial position,"2,328","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H34,Total income per employee count,Financial ratios,"164,500","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Dollars,H35,Surplus per employee count,Financial ratios,"14,500","ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H36,Current ratio,Financial ratios,100,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H37,Quick ratio,Financial ratios,84,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H39,Return on equity,Financial ratios,16,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H40,Return on total assets,Financial ratios,6,"ANZSIC06 groups A042, A051, and A052"
2019,Level 3,AA32,"Agriculture, Forestry and Fishing Support Services and Hunting",Percentage,H41,Liabilities structure,Financial ratios,39,"ANZSIC06 groups A042, A051, and A052"
2019,Level 1,BB,Mining,Dollars (millions),H01,Total income,Financial performance,"6,223",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H04,Sales of goods and services,Financial performance,"5,129",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,C,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,3,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H07,Non-operating income,Financial performance,C,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H08,Total expenditure,Financial performance,"4,721",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H09,Interest and donations,Financial performance,147,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H10,Indirect taxes,Financial performance,44,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H11,Depreciation,Financial performance,755,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H12,Salaries and wages paid,Financial performance,647,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,"2,523",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H20,Non-operating expenses,Financial performance,607,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H21,Opening stocks,Financial performance,274,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H22,Closing stocks,Financial performance,284,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H23,Surplus before income tax,Financial performance,"1,512",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H24,Total assets,Financial position,"19,302",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H25,Current assets,Financial position,"4,926",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H26,Fixed tangible assets,Financial position,"8,197",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H27,Additions to fixed assets,Financial position,928,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H28,Disposals of fixed assets,Financial position,131,ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H29,Other assets,Financial position,"6,179",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H30,Total equity and liabilities,Financial position,"19,302",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"4,639",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H32,Current liabilities,Financial position,"7,902",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars (millions),H33,Other liabilities,Financial position,"6,761",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars,H34,Total income per employee count,Financial ratios,"1,211,100",ANZSIC06 division B
2019,Level 1,BB,Mining,Dollars,H35,Surplus per employee count,Financial ratios,"294,200",ANZSIC06 division B
2019,Level 1,BB,Mining,Percentage,H36,Current ratio,Financial ratios,62,ANZSIC06 division B
2019,Level 1,BB,Mining,Percentage,H37,Quick ratio,Financial ratios,59,ANZSIC06 division B
2019,Level 1,BB,Mining,Percentage,H39,Return on equity,Financial ratios,33,ANZSIC06 division B
2019,Level 1,BB,Mining,Percentage,H40,Return on total assets,Financial ratios,8,ANZSIC06 division B
2019,Level 1,BB,Mining,Percentage,H41,Liabilities structure,Financial ratios,24,ANZSIC06 division B
2019,Level 1,CC,Manufacturing,Dollars (millions),H01,Total income,Financial performance,"118,711",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,"10,836",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"106,110",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,575,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,100,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H07,Non-operating income,Financial performance,"1,090",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H08,Total expenditure,Financial performance,"110,985",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H09,Interest and donations,Financial performance,872,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H10,Indirect taxes,Financial performance,"3,814",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H11,Depreciation,Financial performance,"2,974",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H12,Salaries and wages paid,Financial performance,"15,817",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H13,Redundancy and severance,Financial performance,33,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H17,Purchases of goods bought for resale,Financial performance,"8,349",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H18,Other Purchases and operating expenses,Financial performance,"78,508",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H20,Non-operating expenses,Financial performance,650,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H21,Opening stocks,Financial performance,"14,124",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H22,Closing stocks,Financial performance,"15,223",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H23,Surplus before income tax,Financial performance,"8,825",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H24,Total assets,Financial position,"91,311",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H25,Current assets,Financial position,"42,072",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H26,Fixed tangible assets,Financial position,"30,723",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H27,Additions to fixed assets,Financial position,"5,261",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H28,Disposals of fixed assets,Financial position,"1,059",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H29,Other assets,Financial position,"18,516",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H30,Total equity and liabilities,Financial position,"91,311",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,"42,694",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H32,Current liabilities,Financial position,"29,238",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars (millions),H33,Other liabilities,Financial position,"19,378",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars,H34,Total income per employee count,Financial ratios,"501,900",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Dollars,H35,Surplus per employee count,Financial ratios,"37,300",ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Percentage,H36,Current ratio,Financial ratios,144,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Percentage,H37,Quick ratio,Financial ratios,92,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Percentage,H38,Margin on sales of goods for resale,Financial ratios,23,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Percentage,H39,Return on equity,Financial ratios,21,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Percentage,H40,Return on total assets,Financial ratios,10,ANZSIC06 division C
2019,Level 1,CC,Manufacturing,Percentage,H41,Liabilities structure,Financial ratios,47,ANZSIC06 division C
2019,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H01,Total income,Financial performance,"6,528",ANZSIC06 groups C121 and C122
2019,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H02,Sales of goods not further processed,Financial performance,314,ANZSIC06 groups C121 and C122
2019,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H03,Sales of other goods and services,Financial performance,"6,074",ANZSIC06 groups C121 and C122
2019,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,24,ANZSIC06 groups C121 and C122
2019,Level 3,CC15,Beverage and Tobacco Product Manufacturing,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,1,ANZSIC06 groups C121 and C122
2013,Level 3,KK12,Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,7,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,427,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,5807,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,743,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,972,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H24,Total assets,Financial position,34889,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,34889,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,7938,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars,H34,Total income per employee count,Financial ratios,937500,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Dollars,H35,Surplus per employee count,Financial ratios,104200,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Percentage,H40,Return on total assets,Financial ratios,3,ANZSIC06 groups K631 and K632
2013,Level 3,KK12,Insurance,Percentage,H41,Liabilities structure,Financial ratios,23,ANZSIC06 groups K631 and K632
2013,Level 4,KK121,Life Insurance,Dollars (millions),H01,Total income,Financial performance,3225,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,2012,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,334,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H07,Non-operating income,Financial performance,879,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H08,Total expenditure,Financial performance,2730,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H11,Depreciation,Financial performance,12,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,96,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,0,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,288,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1746,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,585,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,495,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H24,Total assets,Financial position,12732,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,12732,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4163,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars,H34,Total income per employee count,Financial ratios,2718100,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Dollars,H35,Surplus per employee count,Financial ratios,417300,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Percentage,H39,Return on equity,Financial ratios,12,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Percentage,H40,Return on total assets,Financial ratios,4,ANZSIC06 group K631
2013,Level 4,KK121,Life Insurance,Percentage,H41,Liabilities structure,Financial ratios,33,ANZSIC06 group K631
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H01,Total income,Financial performance,5520,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H04,Sales of goods and services,Financial performance,5016,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,353,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,0,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H07,Non-operating income,Financial performance,151,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H08,Total expenditure,Financial performance,5044,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H09,Interest and donations,Financial performance,C,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H10,Indirect taxes,Financial performance,C,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H11,Depreciation,Financial performance,38,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H12,Salaries and wages paid,Financial performance,626,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H13,Redundancy and severance,Financial performance,7,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,139,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,4061,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H20,Non-operating expenses,Financial performance,159,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H21,Opening stocks,Financial performance,0,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H22,Closing stocks,Financial performance,0,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H23,Surplus before income tax,Financial performance,477,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H24,Total assets,Financial position,22157,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H30,Total equity and liabilities,Financial position,22157,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,3775,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars,H34,Total income per employee count,Financial ratios,678100,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Dollars,H35,Surplus per employee count,Financial ratios,58500,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Percentage,H39,Return on equity,Financial ratios,13,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Percentage,H40,Return on total assets,Financial ratios,2,ANZSIC06 group K632
2013,Level 4,KK122,Health and General Insurance,Percentage,H41,Liabilities structure,Financial ratios,17,ANZSIC06 group K632
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H01,Total income,Financial performance,4595,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H04,Sales of goods and services,Financial performance,3888,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H05,"Interest, dividends and donations",Financial performance,514,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H06,"Government funding, grants and subsidies",Financial performance,12,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H07,Non-operating income,Financial performance,180,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H08,Total expenditure,Financial performance,3665,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H09,Interest and donations,Financial performance,194,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H10,Indirect taxes,Financial performance,13,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H11,Depreciation,Financial performance,91,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H12,Salaries and wages paid,Financial performance,1395,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H13,Redundancy and severance,Financial performance,9,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H14,Salaries and wages to self employed commission agents,Financial performance,71,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H19,Purchases and other operating expenses,Financial performance,1780,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H20,Non-operating expenses,Financial performance,122,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H21,Opening stocks,Financial performance,9,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H22,Closing stocks,Financial performance,10,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H23,Surplus before income tax,Financial performance,931,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H24,Total assets,Financial position,10956,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H30,Total equity and liabilities,Financial position,10956,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars (millions),H31,Shareholders funds or owners equity,Financial position,4517,ANZSIC06 groups K641 and K642
2013,Level 3,KK13,Auxiliary Finance and Insurance Services,Dollars,H34,Total income per employee count,Financial ratios,312200,ANZSIC06 groups K641 and K642
